School,Gender,Age,Housing_Type,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Work,Father_Work,Reason_School_Choice,Legal_Responsibility,Commute_Time,Weekly_Study_Time,Extra_Educational_Support,Parental_Educational_Support,Private_Tutoring,Extracurricular_Activities,Attended_Daycare,Desire_Graduate_Education,Has_Internet,Is_Dating,Good_Family_Relationship,Free_Time_After_School,Time_with_Friends,Alcohol_Weekdays,Alcohol_Weekends,Health_Status,School_Absence,Grade_1st_Semester,Grade_2nd_Semester
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Other,Mother,15 to 30 min,2 to 5h,Yes,No,Yes,No,Yes,Yes,No,No,Excellent,Very Low,Moderate,Very Low,Very Low,Very Good,0,11,9
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,Services,Course Preference,Mother,15 to 30 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,Yes,Excellent,Moderate,Very High,Very Low,High,Very Good,1,10,11
Mousinho da Silveira,Male,17,Rural,Above 3,Living Together,Higher Education,Higher Education,Health,other,Course Preference,Father,30 min to 1h,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,Yes,Fair,Moderate,Moderate,Very Low,Moderate,Very Good,2,9,9
Mousinho da Silveira,Male,17,Rural,Up to 3,Living Together,Primary School,High School,other,other,Course Preference,Father,15 to 30 min,Up to 2h,No,No,No,Yes,Yes,Yes,No,Yes,Excellent,Very Low,Low,Moderate,Moderate,Very Good,2,12,11
Mousinho da Silveira,Male,17,Urban,Above 3,Living Together,High School,Higher Education,Services,other,Other,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,No,Yes,Yes,Yes,Excellent,High,High,Moderate,High,Very Good,8,8,9
Mousinho da Silveira,Female,17,Urban,Above 3,Living Together,Higher Education,Higher Education,Health,Health,Course Preference,Father,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Excellent,Low,Very High,Very Low,Very Low,Very Good,0,13,15
Mousinho da Silveira,Male,16,Rural,Up to 3,Living Together,Higher Education,Primary School,other,Homemaker,Other,Father,Up to 15 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,No,Good,Very Low,Low,Low,Very Low,Poor,0,10,11
Mousinho da Silveira,Female,17,Urban,Above 3,Separated,Primary School,Primary School,Homemaker,Homemaker,Other,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Good,Very High,Very High,Very Low,Low,Fair,2,11,10
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Higher Education,Lower Secondary School,other,other,Course Preference,Mother,15 to 30 min,2 to 5h,Yes,Yes,No,No,No,Yes,Yes,No,Good,Moderate,Moderate,Low,Moderate,Very Good,0,17,18
Mousinho da Silveira,Male,16,Urban,Up to 3,Separated,Lower Secondary School,Lower Secondary School,other,Services,Course Preference,Father,15 to 30 min,2 to 5h,No,Yes,No,No,No,Yes,Yes,Yes,Good,Very Low,Low,Low,Low,Very Good,0,12,13
Mousinho da Silveira,Male,17,Urban,Above 3,Living Together,High School,Lower Secondary School,other,other,Other,Father,15 to 30 min,2 to 5h,No,Yes,Yes,No,Yes,Yes,Yes,No,Good,Very Low,Low,Low,Low,Very Poor,0,13,14
Mousinho da Silveira,Male,19,Urban,Above 3,Living Together,Primary School,Primary School,other,other,Other,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,No,Yes,No,Good,High,Moderate,Moderate,High,Good,2,9,9
Mousinho da Silveira,Male,17,Urban,Up to 3,Separated,Primary School,None,other,other,Near Home,Mother,Up to 15 min,Up to 2h,No,No,No,No,Yes,Yes,No,Yes,Good,Very Low,Low,Very Low,Very Low,Very Good,4,11,11
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,Homemaker,Course Preference,Father,15 to 30 min,Up to 2h,No,Yes,No,Yes,Yes,No,Yes,Yes,Fair,Very High,Very High,Low,Low,Good,3,10,11
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Primary School,Lower Secondary School,other,other,Near Home,Father,Up to 15 min,5 to 10h,Yes,Yes,No,No,No,Yes,Yes,Yes,Good,Moderate,High,Very Low,Very Low,Fair,5,13,14
Mousinho da Silveira,Male,16,Rural,Up to 3,Living Together,Primary School,Lower Secondary School,other,Homemaker,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,No,Yes,Yes,No,No,Good,High,High,Low,High,Very Good,4,9,10
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,High School,Primary School,other,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,No,Yes,Yes,Yes,Excellent,High,High,Very Low,Very Low,Very Good,2,7,9
Mousinho da Silveira,Male,17,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,15 to 30 min,Up to 2h,No,No,No,Yes,Yes,No,No,Yes,Excellent,Very High,Very High,Moderate,Very High,Very Good,0,8,13
Mousinho da Silveira,Male,18,Rural,Above 3,Living Together,Primary School,None,Homemaker,Homemaker,Course Preference,Other,30 min to 1h,Up to 2h,Yes,Yes,No,No,Yes,Yes,No,No,Good,Moderate,Low,Very Low,Very Low,Good,0,12,12
Mousinho da Silveira,Male,17,Rural,Above 3,Living Together,Primary School,Primary School,other,Services,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,Yes,No,Yes,Yes,Yes,Good,Very High,Very High,Very Low,Moderate,Poor,0,10,9
Mousinho da Silveira,Male,18,Urban,Up to 3,Living Together,Primary School,Primary School,Homemaker,Homemaker,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,No,No,Good,Moderate,Moderate,Very Low,High,Very Good,6,10,9
Mousinho da Silveira,Female,16,Rural,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,other,Services,Course Preference,Father,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,No,Yes,Excellent,High,Moderate,Very Low,Very Low,Very Poor,0,11,13
Mousinho da Silveira,Male,17,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,Yes,Yes,Yes,No,Yes,Very Poor,Low,Very Low,Low,Moderate,Very Good,0,7,0
Mousinho da Silveira,Male,16,Rural,Above 3,Living Together,High School,Lower Secondary School,Services,other,Course Preference,Father,15 to 30 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,No,Good,Very High,Very High,Low,Moderate,Very Good,2,11,9
Mousinho da Silveira,Male,16,Rural,Up to 3,Living Together,Primary School,Primary School,Homemaker,other,Course Preference,Mother,15 to 30 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,No,Good,Very High,Very High,Low,High,Very Good,0,10,10
Mousinho da Silveira,Male,18,Rural,Above 3,Living Together,Primary School,Primary School,Services,other,Course Preference,Other,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,No,Yes,Yes,Excellent,Moderate,Moderate,Low,Moderate,Very Good,2,9,7
Mousinho da Silveira,Male,18,Rural,Above 3,Living Together,High School,Lower Secondary School,Services,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,No,Yes,No,Yes,No,Poor,Moderate,Very Low,Low,Low,Very Good,0,4,0
Mousinho da Silveira,Male,19,Urban,Above 3,Living Together,High School,Lower Secondary School,Homemaker,Services,Course Preference,Mother,15 to 30 min,Up to 2h,No,No,No,Yes,Yes,Yes,No,No,Fair,Low,Very Low,Very Low,Very Low,Fair,4,6,11
Mousinho da Silveira,Male,18,Urban,Above 3,Living Together,High School,High School,Homemaker,Homemaker,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,No,Yes,No,Good,High,Very High,Very Low,Moderate,Fair,9,4,8
Mousinho da Silveira,Male,16,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Services,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Excellent,High,Moderate,Low,High,Good,6,7,8
Mousinho da Silveira,Male,19,Urban,Above 3,Living Together,Lower Secondary School,Primary School,Homemaker,other,Course Preference,Other,15 to 30 min,Up to 2h,No,No,No,Yes,No,No,Yes,Yes,Good,High,Moderate,Very Low,Moderate,Very Good,4,8,9
Mousinho da Silveira,Female,16,Urban,Above 3,Separated,High School,Lower Secondary School,Services,Homemaker,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,No,Yes,Poor,Very High,Very High,Very Low,Very Low,Very Poor,8,5,5
Mousinho da Silveira,Female,17,Urban,Above 3,Living Together,Primary School,Primary School,other,Homemaker,Course Preference,Mother,Up to 15 min,Up to 2h,No,Yes,No,Yes,Yes,Yes,No,No,Good,Moderate,Low,Very Low,Low,Very Good,9,7,9
Mousinho da Silveira,Male,20,Rural,Above 3,Living Together,Primary School,Primary School,other,other,Course Preference,Other,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,No,Yes,Yes,Good,High,Moderate,Low,High,Good,12,8,11
Mousinho da Silveira,Female,18,Rural,Above 3,Separated,Higher Education,High School,Services,Services,Course Preference,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Excellent,High,High,Moderate,High,Poor,8,10,11
Mousinho da Silveira,Male,18,Rural,Above 3,Living Together,High School,Lower Secondary School,other,other,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,No,No,Yes,Yes,No,Poor,Very High,Very High,Very High,Very High,Very Good,8,9,10
Mousinho da Silveira,Male,19,Rural,Above 3,Living Together,Primary School,Primary School,other,Services,Near Home,Other,30 min to 1h,2 to 5h,No,No,No,No,Yes,Yes,Yes,No,Excellent,High,High,Moderate,Moderate,Poor,8,10,9
Mousinho da Silveira,Male,17,Urban,Above 3,Living Together,High School,High School,Health,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Very High,High,Low,Moderate,Fair,4,8,9
Mousinho da Silveira,Male,18,Urban,Up to 3,Living Together,Primary School,High School,Homemaker,Services,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,No,Yes,No,Yes,Yes,Good,Moderate,Moderate,Low,Moderate,Fair,0,9,10
Mousinho da Silveira,Male,19,Rural,Above 3,Living Together,Primary School,Primary School,other,other,Near Home,Other,30 min to 1h,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Good,High,High,Moderate,Moderate,Very Good,4,8,9
Mousinho da Silveira,Female,18,Urban,Above 3,Separated,Primary School,Lower Secondary School,Homemaker,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,No,No,Good,Moderate,Moderate,Very Low,Very Low,Very Good,2,6,8
Mousinho da Silveira,Female,19,Urban,Up to 3,Separated,Primary School,Primary School,Homemaker,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,No,No,No,Very Poor,High,High,Very Low,Very Low,Very Good,0,6,8
Mousinho da Silveira,Female,18,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Other,Mother,15 to 30 min,Up to 2h,No,No,No,No,Yes,No,Yes,Yes,Excellent,Very High,Very High,Very Low,Very Low,Fair,0,8,6
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,None,None,Homemaker,other,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Good,High,Moderate,Very Low,Very Low,Very Good,0,10,11
Mousinho da Silveira,Female,17,Rural,Up to 3,Separated,High School,Primary School,other,Homemaker,Course Preference,Other,15 to 30 min,5 to 10h,No,Yes,Yes,No,Yes,No,No,No,Good,Low,Moderate,Low,Low,Fair,5,8,7
Mousinho da Silveira,Female,17,Urban,Above 3,Living Together,Higher Education,Lower Secondary School,Teacher,Services,Near Home,Mother,Up to 15 min,2 to 5h,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,Very High,Very High,Very Low,Moderate,Very Good,0,8,8
Mousinho da Silveira,Female,18,Rural,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Services,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Poor,Moderate,Moderate,Very Low,Low,Good,3,7,6
Mousinho da Silveira,Female,17,Urban,Above 3,Living Together,Higher Education,Primary School,Health,Homemaker,Course Preference,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,Yes,No,Yes,Fair,Low,Low,Very Low,Very Low,Very Good,0,8,10
Mousinho da Silveira,Female,17,Urban,Up to 3,Living Together,Primary School,Lower Secondary School,Homemaker,other,Course Preference,Father,Up to 15 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,No,Excellent,Very High,Very Low,Very Low,Very Low,Fair,0,7,10
Mousinho da Silveira,Female,18,Urban,Above 3,Living Together,Primary School,Primary School,other,other,Course Preference,Mother,30 min to 1h,2 to 5h,No,No,No,Yes,Yes,Yes,No,Yes,Fair,High,High,Low,Low,Very Good,3,7,8
Mousinho da Silveira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Homemaker,Reputation,Father,15 to 30 min,2 to 5h,No,No,No,Yes,No,Yes,Yes,No,Good,Moderate,Very High,Very Low,Very Low,Very Poor,2,12,13
Mousinho da Silveira,Female,17,Urban,Above 3,Living Together,High School,High School,Services,Services,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Good,High,Moderate,Very Low,Very Low,Good,0,11,12
Mousinho da Silveira,Female,18,Urban,Up to 3,Separated,Primary School,Lower Secondary School,Homemaker,other,Reputation,Mother,15 to 30 min,2 to 5h,No,No,No,No,Yes,Yes,Yes,No,Good,High,Moderate,Very Low,Low,Good,0,12,13
Mousinho da Silveira,Female,18,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Reputation,Mother,15 to 30 min,2 to 5h,No,No,No,Yes,No,Yes,Yes,No,Good,Moderate,Very High,Very Low,Low,Very Poor,0,18,18
Mousinho da Silveira,Male,18,Urban,Up to 3,Living Together,Higher Education,Higher Education,Services,other,Reputation,Mother,Up to 15 min,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,High,Very High,Very Low,Very Low,Very Good,3,17,17
Mousinho da Silveira,Female,17,Urban,Above 3,Living Together,Higher Education,Lower Secondary School,other,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Low,Good,0,17,18
Mousinho da Silveira,Female,18,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Homemaker,other,Course Preference,Mother,30 min to 1h,2 to 5h,No,No,No,Yes,Yes,Yes,No,Yes,Good,Moderate,Moderate,Very Low,Very Low,Good,0,9,0
Mousinho da Silveira,Male,18,Urban,Up to 3,Living Together,Primary School,Lower Secondary School,Homemaker,Services,Near Home,Mother,15 to 30 min,Up to 2h,No,Yes,No,No,No,Yes,No,No,Good,Very Low,High,Very High,Very High,Very Poor,8,10,11
Mousinho da Silveira,Male,18,Rural,Above 3,Living Together,Higher Education,Higher Education,Homemaker,Services,Other,Mother,30 min to 1h,Up to 2h,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Poor,Very High,Very High,Very Low,Very Low,Very Poor,5,12,13
Mousinho da Silveira,Male,17,Rural,Above 3,Living Together,Primary School,Primary School,other,Services,Other,Father,30 min to 1h,Up to 2h,No,No,No,No,No,No,No,No,Good,Low,Moderate,Moderate,High,Good,4,12,13
Mousinho da Silveira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,No,Yes,Yes,Yes,Very Poor,Moderate,Very Low,Very Low,Very Low,Poor,4,8,8
Mousinho da Silveira,Female,18,Urban,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Services,Course Preference,Father,15 to 30 min,5 to 10h,No,No,No,No,Yes,Yes,Yes,Yes,Excellent,High,Very High,Very Low,High,Fair,0,11,12
Mousinho da Silveira,Female,18,Rural,Up to 3,Separated,Higher Education,Lower Secondary School,Teacher,other,Reputation,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Excellent,Moderate,Very Low,Very Low,Very Low,Very Good,0,5,0
Mousinho da Silveira,Female,18,Urban,Above 3,Living Together,Primary School,Primary School,Homemaker,Services,Course Preference,Mother,30 min to 1h,2 to 5h,No,No,No,No,Yes,No,No,No,Good,High,Low,Very Low,Low,Poor,2,9,10
Mousinho da Silveira,Female,19,Urban,Above 3,Living Together,Primary School,Primary School,Homemaker,Services,Other,Father,15 to 30 min,Up to 2h,No,No,No,No,Yes,No,No,No,Excellent,Very High,Very High,Low,Moderate,Poor,0,5,0
Mousinho da Silveira,Female,17,Urban,Above 3,Living Together,Higher Education,Lower Secondary School,Teacher,other,Course Preference,Father,15 to 30 min,More than 10h,No,No,No,No,Yes,Yes,Yes,Yes,Good,Low,Moderate,Moderate,Very Low,Very Good,0,18,18
Mousinho da Silveira,Female,17,Rural,Up to 3,Separated,Lower Secondary School,Primary School,Services,other,Reputation,Mother,15 to 30 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Excellent,Moderate,Moderate,Very Low,Low,Poor,5,11,11
Mousinho da Silveira,Female,18,Urban,Up to 3,Separated,Primary School,Primary School,Homemaker,Services,Course Preference,Mother,Up to 15 min,2 to 5h,No,No,No,No,Yes,Yes,No,Yes,Excellent,Low,Moderate,Very Low,Low,Fair,2,8,10
Mousinho da Silveira,Female,18,Urban,Above 3,Living Together,Primary School,Lower Secondary School,Homemaker,Homemaker,Course Preference,Father,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,No,No,No,Good,Very Low,Very Low,Very Low,Very Low,Good,0,11,11
Mousinho da Silveira,Female,19,Rural,Above 3,Separated,Primary School,Primary School,Homemaker,Homemaker,Course Preference,Other,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,No,No,Yes,Fair,Very High,High,Very Low,High,Very Poor,0,8,0
Mousinho da Silveira,Female,18,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Services,other,Near Home,Mother,15 to 30 min,5 to 10h,No,No,No,No,Yes,Yes,Yes,Yes,Good,Low,Very Low,Very Low,Very Low,Good,5,14,14
Mousinho da Silveira,Male,17,Rural,Above 3,Living Together,Higher Education,High School,Services,other,Near Home,Mother,15 to 30 min,2 to 5h,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Good,Very High,Very High,Very Low,Moderate,Poor,4,10,11
Mousinho da Silveira,Female,18,Urban,Above 3,Living Together,High School,High School,Services,Services,Course Preference,Father,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,No,Yes,Excellent,Moderate,High,Very Low,Very Low,Very Good,0,10,10
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Higher Education,Higher Education,Teacher,Services,Other,Father,15 to 30 min,2 to 5h,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Low,Very Good,2,12,12
Mousinho da Silveira,Female,17,Urban,Up to 3,Separated,High School,Lower Secondary School,Services,other,Reputation,Mother,15 to 30 min,2 to 5h,No,No,No,No,Yes,Yes,No,Yes,Very Poor,Low,Moderate,Very Low,Low,Very Good,0,15,14
Mousinho da Silveira,Male,18,Urban,Up to 3,Living Together,Primary School,Primary School,other,Services,Near Home,Father,15 to 30 min,Up to 2h,No,No,No,No,No,Yes,Yes,Yes,Fair,Moderate,Low,Very Low,Low,Fair,2,14,13
Mousinho da Silveira,Female,18,Urban,Up to 3,Living Together,Primary School,Primary School,Homemaker,Services,Course Preference,Father,15 to 30 min,5 to 10h,No,No,No,No,Yes,Yes,Yes,No,Excellent,Moderate,Low,Very Low,Very Low,Good,0,19,17
Mousinho da Silveira,Female,18,Rural,Up to 3,Separated,Primary School,Lower Secondary School,Homemaker,other,Course Preference,Mother,30 min to 1h,2 to 5h,No,No,No,No,Yes,Yes,No,Yes,Good,Moderate,High,Very Low,High,Very Good,0,16,15
Mousinho da Silveira,Female,18,Urban,Above 3,Living Together,High School,High School,Services,Services,Other,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Moderate,Low,Very Low,Moderate,Fair,6,13,12
Mousinho da Silveira,Female,17,Urban,Up to 3,Living Together,Higher Education,Higher Education,Homemaker,Homemaker,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Poor,Moderate,High,Very Low,Very Low,Very Poor,4,15,14
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Primary School,Lower Secondary School,other,Services,Course Preference,Father,15 to 30 min,2 to 5h,No,No,No,No,No,Yes,No,No,Fair,Low,Low,Very Low,Low,Fair,0,13,13
Mousinho da Silveira,Male,18,Rural,Above 3,Living Together,Primary School,High School,Homemaker,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,Yes,No,Yes,Yes,No,No,Fair,Moderate,High,Low,High,Fair,0,8,10
Mousinho da Silveira,Male,18,Urban,Up to 3,Living Together,Higher Education,Higher Education,Teacher,Services,Other,Mother,15 to 30 min,5 to 10h,No,No,No,No,Yes,Yes,Yes,Yes,Good,Low,Low,Low,Low,Very Good,0,15,16
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Primary School,Primary School,other,Services,Reputation,Mother,30 min to 1h,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,Yes,Excellent,Low,Very Low,Very Low,Low,Very Poor,0,8,8
Mousinho da Silveira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,High School,Homemaker,Services,Course Preference,Father,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,Yes,Excellent,Low,Moderate,Very Low,Low,Good,0,10,10
Mousinho da Silveira,Female,18,Rural,Above 3,Living Together,Higher Education,Higher Education,other,Teacher,Other,Father,30 min to 1h,2 to 5h,No,Yes,No,No,No,Yes,Yes,Yes,Fair,Low,Low,High,Low,Very Good,0,7,5
Mousinho da Silveira,Male,18,Rural,Up to 3,Living Together,Primary School,Lower Secondary School,Homemaker,Services,Other,Father,30 min to 1h,Up to 2h,No,Yes,No,Yes,Yes,No,Yes,Yes,Good,Moderate,Moderate,Low,Moderate,Fair,3,9,10
Mousinho da Silveira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,Homemaker,Near Home,Mother,Up to 15 min,5 to 10h,No,No,No,Yes,Yes,Yes,No,Yes,Fair,High,Moderate,Very Low,Very Low,Fair,8,10,11
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Primary School,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,No,Fair,Very High,Very High,Very Low,Moderate,Very Poor,4,7,8
Mousinho da Silveira,Female,18,Rural,Up to 3,Living Together,Higher Education,Higher Education,other,other,Reputation,Mother,15 to 30 min,5 to 10h,No,No,No,No,Yes,Yes,Yes,No,Excellent,High,High,Very Low,Very Low,Very Poor,0,15,17
Mousinho da Silveira,Female,18,Rural,Above 3,Living Together,Primary School,Primary School,other,other,Near Home,Mother,More than 1h,5 to 10h,No,No,No,No,Yes,Yes,Yes,No,Good,Moderate,Low,Very Low,Low,Good,4,10,11
Mousinho da Silveira,Female,19,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Course Preference,Other,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Moderate,Moderate,Very Low,Very Low,Fair,4,7,8
Mousinho da Silveira,Female,18,Rural,Up to 3,Living Together,Higher Education,Higher Education,Teacher,Services,Course Preference,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,No,Excellent,High,Moderate,Moderate,High,Poor,1,13,14
Mousinho da Silveira,Female,18,Urban,Above 3,Living Together,High School,High School,other,other,Near Home,Mother,Up to 15 min,2 to 5h,No,No,No,No,Yes,Yes,Yes,Yes,Good,Very Low,Moderate,Very Low,Low,Very Poor,1,16,16
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,High School,Primary School,Homemaker,other,Reputation,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,No,Yes,Yes,No,Good,Very High,High,Low,Moderate,Very Poor,10,8,9
Mousinho da Silveira,Male,18,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Near Home,Father,Up to 15 min,2 to 5h,No,No,No,Yes,No,Yes,Yes,No,Fair,Low,High,Very Low,High,Poor,4,17,18
Mousinho da Silveira,Male,18,Rural,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Other,Mother,15 to 30 min,Up to 2h,No,No,No,Yes,No,Yes,Yes,Yes,Good,High,Moderate,Very Low,Moderate,Very Good,0,7,7
Mousinho da Silveira,Male,17,Urban,Above 3,Living Together,Lower Secondary School,High School,other,Services,Near Home,Father,15 to 30 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,No,Good,High,Moderate,Very Low,Very Low,Fair,4,14,15
Mousinho da Silveira,Male,19,Rural,Above 3,Living Together,Primary School,Primary School,other,Services,Other,Mother,15 to 30 min,Up to 2h,No,No,No,No,Yes,Yes,No,No,Good,Moderate,Low,Very Low,Moderate,Very Good,0,5,8
Mousinho da Silveira,Male,18,Rural,Above 3,Living Together,Higher Education,Lower Secondary School,other,other,Near Home,Father,15 to 30 min,Up to 2h,No,No,Yes,No,Yes,Yes,No,No,Excellent,High,Moderate,High,Moderate,Fair,0,7,7
Mousinho da Silveira,Female,18,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Homemaker,other,Other,Mother,15 to 30 min,5 to 10h,No,No,No,No,Yes,Yes,No,No,Excellent,Moderate,Moderate,Very Low,Moderate,Good,0,14,17
Mousinho da Silveira,Female,17,Urban,Above 3,Living Together,Higher Education,High School,Teacher,other,Other,Mother,15 to 30 min,2 to 5h,No,No,No,No,Yes,Yes,Yes,No,Excellent,Very High,High,Very Low,Very Low,Very Poor,0,6,9
Mousinho da Silveira,Female,18,Rural,Above 3,Living Together,Higher Education,Higher Education,Teacher,Homemaker,Reputation,Mother,30 min to 1h,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,High,Moderate,Low,Low,Very Good,4,7,9
Mousinho da Silveira,Female,19,Rural,Above 3,Living Together,Lower Secondary School,High School,Services,other,Course Preference,Mother,Up to 15 min,5 to 10h,No,No,No,Yes,No,Yes,Yes,No,Excellent,High,Low,Very Low,Low,Very Good,4,10,11
Mousinho da Silveira,Female,18,Urban,Up to 3,Living Together,High School,Primary School,Teacher,Services,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,High,Very Low,Very Low,Very Poor,4,15,15
Mousinho da Silveira,Female,18,Urban,Above 3,Living Together,Primary School,Primary School,other,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,No,No,Yes,Yes,Yes,No,No,Very Poor,Very Low,Very Low,Very Low,Very Low,Very Good,6,11,12
Mousinho da Silveira,Male,17,Urban,Up to 3,Living Together,High School,Primary School,Services,Services,Course Preference,Mother,15 to 30 min,Up to 2h,No,No,No,No,No,Yes,Yes,No,Poor,High,Very High,Moderate,High,Poor,6,10,10
Mousinho da Silveira,Male,18,Rural,Up to 3,Living Together,High School,Lower Secondary School,Services,other,Course Preference,Mother,30 min to 1h,Up to 2h,No,No,No,No,No,Yes,Yes,No,Good,High,Very Low,Moderate,High,Very Good,4,10,11
